id_empresa	id_formula	fecha	orden_empaque	id_ingrediente	cantidad_digitada	cant_calculada	cant_formula_total	cant_formula_batche	costo_unitario	costo_total	tipo_registro	orden_empaq_anterior	id_usuario	fec_registro	ind_macro
01	PTCI111	04/08/1998 00:00:00	8734	MAMP025	0	0	0	0	258.01	0	P	8733	ERSS	24/08/1998 14:38:42:32	S
01	PTCI111	04/08/1998 00:00:00	8734	MAMP030	9339.000	0	0	0	160.21	0	P	8733	ERSS	24/08/1998 14:38:42:37	S
01	PTCI111	04/08/1998 00:00:00	8734	MAMP035	0	0	0	0	22.00	0	P	8733	ERSS	24/08/1998 14:38:42:43	S
01	PTCI111	04/08/1998 00:00:00	8734	MAMP040	90385.000	4239.000	0	0	429.77	1821795.03	P	8733	ERSS	24/08/1998 14:38:42:48	S
01	PTCI111	04/08/1998 00:00:00	8734	MAMP045	11990.000	254.000	0	0	524.61	133250.94	P	8733	ERSS	24/08/1998 14:38:42:48	S
01	PTCI111	04/08/1998 00:00:00	8734	MAMP050	1340.000	191.000	0	0	51.25	9788.75	P	8733	ERSS	24/08/1998 14:38:42:54	S
01	PTCI111	04/08/1998 00:00:00	8734	MAMP055	36948.000	0	0	0	41.32	0	P	8733	ERSS	24/08/1998 14:38:42:59	S
01	PTCI111	04/08/1998 00:00:00	8734	MAMP060	0	0	0	0	43.48	0	P	8733	ERSS	24/08/1998 14:38:42:65	S
01	PTCI111	04/08/1998 00:00:00	8734	MIDR020	0	19.250	0	0	4334.93	83447.40	C		ERSS	24/08/1998 14:39:04:89	N
01	PTCI111	04/08/1998 00:00:00	8734	MIDR030	0	7.000	0	0	11.00	77.00	C		ERSS	24/08/1998 14:39:00	N
01	PTCI111	04/08/1998 00:00:00	8734	MIDR050	0	5.040	0	0	22098.21	111374.98	C		ERSS	24/08/1998 14:39:00	N
01	PTCI111	04/08/1998 00:00:00	8734	MIDR055	0	7.560	0	0	1207.00	9124.92	C		ERSS	24/08/1998 14:39:05:06	N
01	PTCI111	04/08/1998 00:00:00	8734	MIDR065	0	37.800	0	0	100.00	3780.00	C		ERSS	24/08/1998 14:39:05:11	N
01	PTCI111	04/08/1998 00:00:00	8734	MIDR085	0	5.040	0	0	1390.52	7008.22	C		ERSS	24/08/1998 14:39:05:17	N
01	PTCI111	04/08/1998 00:00:00	8734	MIDR090	0	0.378	0	0	30343.02	11469.66	C		ERSS	24/08/1998 14:39:05:17	N
01	PTCI111	04/08/1998 00:00:00	8734	MIDR095	0	0.630	0	0	13762.00	8670.06	C		ERSS	24/08/1998 14:39:05:22	N
01	PTCI111	04/08/1998 00:00:00	8734	MIDR130	0	1.470	0	0	2950.00	4336.50	C		ERSS	24/08/1998 14:39:05:28	N
01	PTCI111	19/08/1998 00:00:00	8857	MAMP000	1796438.000	2108.000	0	0	302.92	638555.36	P	8856	ERSS	24/08/1998 15:00:49:76	S
01	PTCI111	19/08/1998 00:00:00	8857	MAMP005	0	0	0	0	0	0	P	8856	ERSS	24/08/1998 15:00:49:81	S
01	PTCI111	19/08/1998 00:00:00	8857	MAMP010	38938.000	70.000	0	0	495.54	34687.80	P	8856	ERSS	24/08/1998 15:00:49:92	S
01	PTCI111	19/08/1998 00:00:00	8857	MAMP015	38053.000	58.000	0	0	877.12	50872.96	P	8856	ERSS	24/08/1998 15:00:49:92	S
01	PTCI111	19/08/1998 00:00:00	8857	MAMP020	46641.000	0	0	0	510.00	0	P	8856	ERSS	24/08/1998 15:00:49:98	S
01	PTCI111	19/08/1998 00:00:00	8857	MAMP025	2295.000	0	0	0	245.67	0	P	8856	ERSS	24/08/1998 15:00:50:03	S
01	PTCI111	19/08/1998 00:00:00	8857	MAMP030	49135.000	0	0	0	160.03	0	P	8856	ERSS	24/08/1998 15:00:50:09	S
01	PTCI111	19/08/1998 00:00:00	8857	MAMP035	250.000	0	0	0	22.00	0	P	8856	ERSS	24/08/1998 15:00:50:14	S
01	PTCI111	19/08/1998 00:00:00	8857	MAMP040	546733.000	1179.000	0	0	395.81	466659.99	P	8856	ERSS	24/08/1998 15:00:50:14	S
01	PTCI111	19/08/1998 00:00:00	8857	MAMP045	146515.000	108.000	0	0	524.61	56657.88	P	8856	ERSS	24/08/1998 15:00:50:2	S
01	PTCI111	19/08/1998 00:00:00	8857	MAMP050	5883.000	56.000	0	0	54.23	3036.88	P	8856	ERSS	24/08/1998 15:00:50:25	S
01	PTCI111	19/08/1998 00:00:00	8857	MAMP055	238680.000	0	0	0	40.94	0	P	8856	ERSS	24/08/1998 15:00:50:31	S
01	PTCI111	19/08/1998 00:00:00	8857	MAMP060	0	0	0	0	43.48	0	P	8856	ERSS	24/08/1998 15:00:50:36	S
01	PTCI111	19/08/1998 00:00:00	8857	MIDR020	0	5.500	0	0	4332.45	23828.48	C		ERSS	24/08/1998 15:01:13:32	N
01	PTCI111	19/08/1998 00:00:00	8857	MIDR030	0	2.000	0	0	11.00	22.00	C		ERSS	24/08/1998 15:01:13:37	N
01	PTCI111	19/08/1998 00:00:00	8857	MIDR050	0	1.440	0	0	22099.73	31823.61	C		ERSS	24/08/1998 15:01:13:43	N
01	PTCI111	19/08/1998 00:00:00	8857	MIDR055	0	2.160	0	0	1207.00	2607.12	C		ERSS	24/08/1998 15:01:13:48	N
01	PTCI111	19/08/1998 00:00:00	8857	MIDR065	0	10.800	0	0	100.00	1080.00	C		ERSS	24/08/1998 15:01:13:54	N
01	PTCI111	19/08/1998 00:00:00	8857	MIDR085	0	1.440	0	0	1390.21	2001.90	C		ERSS	24/08/1998 15:01:13:54	N
01	PTCI111	19/08/1998 00:00:00	8857	MIDR090	0	0.108	0	0	30233.15	3265.18	C		ERSS	24/08/1998 15:01:13:59	N
01	PTCI111	19/08/1998 00:00:00	8857	MIDR095	0	0.180	0	0	14748.54	2654.74	C		ERSS	24/08/1998 15:01:13:65	N
01	PTCI111	19/08/1998 00:00:00	8857	MIDR130	0	0.420	0	0	2950.00	1239.00	C		ERSS	24/08/1998 15:01:13:7	N
01	PTCI111	26/08/1998 00:00:00	8935	MAMP000	2664266.000	1054.000	0	0	302.92	319277.68	P	8934	ERSS	27/08/1998 17:12:41:99	S
